face_card,blind_card,total,удфча_нуль,удфча_один,добыча,еда
11,8,19,11,6,17,-1,gone
10,6,25,10,4,14,1,bread
11,11,27,9,10,19,1,bread
4,10,17,2,6,18,1,bread
3,2,19,5,4,18,-1,gone
11,10,26,8,10,18,1,bread
3,10,22,10,9,19,1,bread
11,6,17,10,2,12,-1,gone
10,4,19,10,11,21,1,bread
3,4,17,8,7,15,-1,gone
3,10,22,5,9,14,1,bread
10,10,20,5,5,10,-1,gone
2,10,24,8,10,18,1,bread
10,10,20,5,8,13,-1,gone
8,8,26,5,7,12,1,bread
5,10,20,5,4,16,-1,gone
2,4,26,2,3,12,1,bread
10,7,17,8,10,18,1,bread
9,3,19,4,10,14,-1,gone
9,11,20,5,10,15,-1,gone
9,10,19,10,5,15,-1,gone
10,6,23,9,5,14,1,bread
8,10,18,10,11,21,1,bread
11,2,23,9,10,19,1,bread
7,10,17,10,9,19,1,bread
3,11,18,5,4,19,1,bread
10,6,21,9,2,11,1,bread
7,5,19,10,2,12,-1,gone
8,3,23,7,10,17,1,bread
10,10,20,10,2,12,-1,gone
8,7,21,9,3,12,-1,gone
7,10,17,10,10,20,1,bread
9,10,19,10,11,21,1,bread
10,10,20,9,3,12,-1,gone
8,10,18,9,10,19,1,bread
8,7,18,10,5,15,-1,gone
8,4,22,7,8,15,1,bread
7,10,17,10,4,14,-1,gone
10,7,17,4,10,14,-1,gone
4,7,24,10,4,14,1,bread
5,3,21,6,6,12,1,bread
2,8,19,10,10,20,1,bread
11,4,21,11,5,16,1,bread
5,7,23,10,7,17,1,bread
6,10,26,11,3,14,1,bread
10,6,23,10,10,20,1,bread
6,8,25,3,3,16,1,bread
7,10,17,4,10,14,-1,gone
5,10,21,2,4,15,-1,gone
4,9,23,2,10,12,1,bread
11,6,17,6,6,12,-1,gone
9,10,19,7,10,17,-1,gone
8,10,18,5,9,14,-1,gone
7,2,22,3,10,13,1,bread
9,10,19,10,2,12,-1,gone
3,10,24,3,10,13,1,bread
10,3,17,8,4,12,-1,gone
10,7,17,10,10,20,1,bread
10,8,18,8,10,18,0,fight
3,2,23,2,8,10,1,bread
11,3,19,10,6,16,-1,gone
4,7,17,6,3,14,-1,gone
3,10,23,10,5,15,1,bread
11,10,31,10,4,14,1,bread
10,11,31,8,10,18,1,bread
9,10,19,3,2,15,-1,gone
5,10,20,4,11,15,-1,gone
2,10,23,7,10,17,1,bread
2,10,19,9,2,11,-1,gone
6,8,21,5,10,15,-1,gone
4,2,22,3,4,13,1,bread
10,10,20,11,9,20,0,fight
4,10,24,6,4,10,1,bread
10,10,20,3,2,17,-1,gone
7,10,17,2,10,12,-1,gone
9,2,21,7,5,12,-1,gone
6,3,16,10,5,15,-1,gone
8,5,21,10,10,20,-1,gone
10,10,20,5,4,18,-1,gone
2,10,18,7,10,17,-1,gone
10,10,20,3,10,13,-1,gone
4,9,23,10,10,20,1,bread
9,3,20,8,6,14,-1,gone
10,4,24,10,10,20,1,bread
10,7,17,10,3,13,-1,gone
10,10,20,7,10,17,-1,gone
2,10,26,3,7,10,1,bread
8,4,22,11,5,16,1,bread
2,7,18,10,6,16,-1,gone
10,6,22,7,6,13,1,bread
6,4,22,11,3,14,1,bread
10,9,19,10,5,15,-1,gone
3,5,17,3,6,19,1,bread
4,10,21,4,3,14,1,bread
11,9,20,4,6,10,-1,gone
11,7,18,2,6,11,-1,gone
9,2,20,3,6,15,-1,gone
10,7,17,4,4,18,1,bread
7,2,19,10,4,14,-1,gone
8,10,18,7,10,17,-1,gone
10,10,20,10,10,20,0,fight
8,5,23,4,10,14,1,bread
8,2,17,10,9,19,1,bread
3,6,19,4,3,15,-1,gone
7,6,19,7,6,13,-1,gone
4,10,25,10,10,20,1,bread
9,9,18,10,5,15,-1,gone
2,4,25,7,10,17,1,bread
4,6,19,10,10,20,1,bread
10,8,18,9,5,14,-1,gone
3,9,20,8,11,19,-1,gone
3,9,19,10,8,18,-1,gone
5,5,20,2,7,17,-1,gone
10,6,26,4,10,14,1,bread
7,2,16,10,4,14,1,bread
8,8,20,9,10,19,-1,gone
3,10,23,10,10,20,1,bread
10,10,20,10,8,18,-1,gone
10,3,22,7,10,17,1,bread
6,11,17,11,10,21,1,bread
4,6,17,2,5,12,-1,gone
10,5,23,11,10,21,1,bread
4,7,21,8,5,13,1,bread
8,10,18,10,10,20,1,bread
10,3,19,10,3,13,-1,gone
10,10,20,4,11,15,-1,gone
9,2,21,10,10,20,-1,gone
8,4,20,9,10,19,-1,gone
5,8,24,11,10,21,1,bread
10,10,20,10,10,20,0,fight
5,7,18,7,6,13,-1,gone
10,10,20,10,11,21,1,bread
2,11,23,3,9,12,1,bread
3,5,23,3,3,17,1,bread
2,3,13,5,10,15,1,bread
10,6,22,9,7,16,1,bread
8,9,17,4,11,15,-1,gone
8,10,18,5,5,10,-1,gone
11,3,24,8,10,18,1,bread
7,10,17,6,9,15,-1,gone
7,8,25,8,6,14,1,bread
10,8,18,4,8,12,-1,gone
10,5,25,4,7,11,1,bread
9,5,24,5,3,11,1,bread
8,6,22,10,10,20,1,bread
8,6,24,8,11,19,1,bread
10,11,30,10,7,17,1,bread
10,3,23,10,5,15,1,bread
7,4,18,7,7,14,-1,gone
10,5,25,9,3,12,1,bread
10,8,18,3,10,13,-1,gone
2,4,21,10,10,20,-1,gone
8,2,17,3,7,10,-1,gone
6,10,23,7,10,17,1,bread
8,8,20,5,8,13,-1,gone
7,3,18,11,6,17,-1,gone
7,3,19,2,5,17,-1,gone
8,2,24,8,4,12,1,bread
10,5,17,8,9,17,0,fight
7,7,25,4,8,12,1,bread
9,2,21,2,6,14,1,bread
10,10,20,3,10,13,-1,gone
10,10,20,7,10,17,-1,gone
6,10,23,11,8,19,1,bread
7,10,17,10,10,20,1,bread
2,9,21,6,9,15,1,bread
10,4,19,2,3,15,-1,gone
9,10,19,7,10,17,-1,gone
10,5,25,10,9,19,1,bread
10,2,22,11,6,17,1,bread
10,5,25,10,4,14,1,bread
3,10,25,10,9,19,1,bread
11,10,29,7,10,17,1,bread
7,2,25,6,8,14,1,bread
4,5,19,10,7,17,-1,gone
10,11,27,5,5,10,1,bread
5,3,27,10,3,13,1,bread
10,10,20,10,7,17,-1,gone
10,5,18,6,10,16,-1,gone
6,9,24,3,7,10,1,bread
10,10,20,2,10,12,-1,gone
10,10,20,4,5,20,0,fight
10,10,20,7,9,16,-1,gone
10,3,24,5,9,14,1,bread
10,11,31,10,8,18,1,bread
11,10,31,7,10,17,1,bread
11,8,19,8,3,11,-1,gone
11,9,20,8,9,17,-1,gone
10,8,18,2,9,11,-1,gone
6,9,26,8,2,10,1,bread
2,11,19,7,10,17,-1,gone
6,6,22,10,10,20,1,bread
11,6,17,3,10,13,-1,gone
2,6,21,2,7,18,-1,gone
2,10,23,10,2,12,1,bread
10,8,18,10,2,12,-1,gone
5,10,22,11,10,21,1,bread
4,5,16,10,11,21,1,bread
3,9,25,9,9,18,1,bread
4,2,12,2,10,12,0,fight
2,10,22,10,10,20,1,bread
2,10,17,6,5,11,-1,gone
8,8,20,10,10,20,0,fight
11,10,28,11,2,13,1,bread
10,11,31,8,10,18,1,bread
3,10,22,10,5,15,1,bread
3,10,22,10,10,20,1,bread
5,9,24,7,2,15,1,bread
10,5,20,4,10,14,-1,gone
7,3,20,11,10,21,1,bread
11,5,26,6,4,10,1,bread
11,2,23,8,10,18,1,bread
9,10,19,10,3,13,-1,gone
8,6,24,10,8,18,1,bread
5,10,25,10,10,20,1,bread
3,10,20,8,4,12,-1,gone
10,10,20,2,6,15,-1,gone
4,10,18,8,10,18,0,fight
8,9,17,4,3,17,0,fight
10,8,18,6,5,11,-1,gone
11,10,31,3,10,13,1,bread
6,5,25,3,7,10,1,bread
10,6,26,11,7,18,1,bread
5,10,26,3,7,10,1,bread
6,9,20,6,7,13,-1,gone
10,8,18,11,7,18,0,fight
11,10,31,7,5,12,1,bread
7,11,18,8,4,12,-1,gone
11,10,23,2,2,15,1,bread
3,10,23,10,10,20,1,bread
10,11,31,11,10,21,1,bread
2,3,24,7,10,17,1,bread
9,6,20,3,10,13,-1,gone
10,10,20,7,10,17,-1,gone
10,5,25,10,3,13,1,bread
6,10,21,10,2,12,1,bread
11,10,24,5,10,15,1,bread
7,6,17,10,4,14,-1,gone
4,4,24,7,10,17,1,bread
10,4,17,10,4,14,-1,gone
3,10,21,11,10,21,0,fight
11,10,27,2,10,12,1,bread
10,9,19,10,9,19,0,fight
10,5,17,6,6,12,-1,gone
4,10,24,10,4,14,1,bread
2,9,19,7,7,14,-1,gone
10,10,20,10,5,15,-1,gone
3,2,23,3,9,12,1,bread
10,5,18,4,9,13,-1,gone
7,4,20,10,9,19,-1,gone
4,10,24,6,10,16,1,bread
5,9,24,5,3,12,1,bread
4,2,17,10,11,21,1,bread
9,3,22,11,10,21,1,bread
7,4,19,3,10,13,-1,gone
11,10,31,9,5,14,1,bread
7,3,26,9,6,15,1,bread
5,2,20,10,10,20,0,fight
5,4,23,11,2,13,1,bread
6,10,23,10,10,20,1,bread
6,6,21,9,5,14,1,bread
9,7,20,7,10,17,-1,gone
9,8,17,8,7,15,-1,gone
3,4,20,10,9,19,-1,gone
5,10,25,3,3,16,1,bread
11,8,19,9,6,15,-1,gone
10,10,20,3,11,14,-1,gone
6,10,19,9,5,14,-1,gone
7,4,18,10,8,18,0,fight
9,6,25,3,10,13,1,bread
4,6,17,4,7,11,-1,gone
10,7,17,6,7,13,-1,gone
10,3,19,6,2,11,-1,gone
9,10,19,10,10,20,1,bread
8,2,19,2,11,13,-1,gone
10,8,18,10,10,20,1,bread
3,11,18,4,10,14,-1,gone
2,10,17,11,6,17,0,fight
10,3,19,6,10,16,-1,gone
10,3,22,9,3,12,1,bread
5,6,20,11,10,21,1,bread
7,9,18,10,11,21,1,bread
7,5,23,9,3,12,1,bread
11,10,23,7,10,17,1,bread
2,10,17,7,4,11,-1,gone
10,10,20,5,7,12,-1,gone
10,11,24,6,11,17,1,bread
3,4,18,4,6,10,-1,gone
6,10,21,8,10,18,-1,gone
10,10,20,10,6,16,-1,gone
10,4,27,6,6,12,1,bread
10,10,20,10,10,20,0,fight
5,8,22,11,8,19,1,bread
10,7,17,3,3,15,-1,gone
10,11,28,10,8,18,1,bread
10,10,20,7,10,17,-1,gone
2,5,24,7,3,10,1,bread
3,8,19,3,10,13,-1,gone
6,4,19,5,7,12,-1,gone
9,10,19,6,6,12,-1,gone
8,10,18,5,6,11,-1,gone
10,10,20,10,3,13,-1,gone
7,10,17,7,10,17,0,fight
5,10,20,7,7,14,-1,gone
7,10,17,3,9,12,-1,gone
6,8,21,8,9,17,-1,gone
7,4,20,3,9,12,-1,gone
10,6,26,11,2,13,1,bread
10,9,19,4,3,17,-1,gone
6,7,26,6,9,15,1,bread
9,10,19,6,11,17,-1,gone
10,10,20,4,4,14,-1,gone
2,10,17,3,10,13,-1,gone
6,10,22,3,4,18,1,bread
5,11,26,10,6,16,1,bread
8,7,26,7,6,13,1,bread
10,3,23,5,10,15,1,bread
10,10,20,8,4,12,-1,gone
2,9,18,10,3,13,-1,gone
5,6,26,10,10,20,1,bread
4,8,22,5,3,11,1,bread
11,7,18,9,6,15,-1,gone
11,4,25,7,5,12,1,bread
10,3,23,11,3,14,1,bread
6,3,20,3,10,13,-1,gone
10,7,17,6,7,13,-1,gone
4,10,24,10,8,18,1,bread
10,3,23,10,2,12,1,bread
3,7,20,5,10,15,-1,gone
6,9,25,10,10,20,1,bread
10,5,25,8,10,18,1,bread
2,10,22,10,3,13,1,bread
4,10,23,3,10,13,1,bread
2,11,17,10,4,14,-1,gone
8,2,18,5,6,11,-1,gone
11,10,24,8,3,11,1,bread
10,4,18,10,5,15,-1,gone
6,7,19,9,7,16,-1,gone
10,9,19,7,10,17,-1,gone
7,5,22,4,10,14,1,bread
11,10,25,11,3,14,1,bread
4,9,24,6,10,16,1,bread
10,7,17,7,10,17,0,fight
10,4,24,9,11,20,1,bread
5,5,20,5,10,15,-1,gone
5,7,23,2,10,12,1,bread
10,4,24,10,6,16,1,bread
3,10,20,10,4,14,-1,gone
10,10,20,10,4,14,-1,gone
4,6,17,6,3,11,-1,gone
4,10,24,10,10,20,1,bread
10,2,22,10,3,13,1,bread
5,2,23,6,6,12,1,bread
8,9,17,3,4,17,0,fight
5,5,20,10,10,20,0,fight
10,11,30,3,5,18,1,bread
3,10,20,6,10,16,-1,gone
10,8,18,6,2,11,-1,gone
10,5,18,6,10,16,-1,gone
4,10,24,11,10,21,1,bread
6,2,19,10,10,20,1,bread
2,6,22,6,3,19,1,bread
10,4,25,10,10,20,1,bread
2,10,22,10,10,20,1,bread
7,5,25,10,8,18,1,bread
7,10,17,8,10,18,1,bread
8,6,24,10,8,18,1,bread
3,10,23,11,11,22,1,bread
3,5,18,10,2,12,-1,gone
7,10,17,11,10,21,1,bread
10,10,20,10,2,12,-1,gone
10,7,17,4,10,14,-1,gone
2,2,17,10,11,21,1,bread
3,10,23,10,9,19,1,bread
3,11,24,10,11,21,1,bread
10,10,20,10,7,17,-1,gone
5,10,18,9,3,12,-1,gone
10,5,20,10,2,12,-1,gone
7,2,19,10,10,20,1,bread
4,5,22,10,4,14,1,bread
8,5,18,4,4,14,-1,gone
10,3,21,4,7,11,-1,gone
10,7,17,5,6,11,-1,gone
4,7,17,7,10,17,0,fight
2,10,22,9,10,19,1,bread
10,10,20,11,8,19,-1,gone
2,10,18,6,4,10,-1,gone
3,6,19,10,9,19,0,fight
9,6,26,7,10,17,1,bread
10,5,17,10,5,15,-1,gone
4,11,17,6,6,12,-1,gone
8,9,17,10,2,12,-1,gone
8,4,22,2,9,11,1,bread
11,10,31,8,11,19,1,bread
5,8,23,10,11,21,1,bread
9,11,20,10,4,14,-1,gone
11,9,20,10,10,20,0,fight
10,9,19,9,10,19,0,fight
5,10,21,9,6,15,0,fight
10,10,20,7,7,14,-1,gone
6,10,23,10,8,18,1,bread
4,10,17,10,3,13,-1,gone
10,10,20,2,11,13,-1,gone
2,9,26,10,3,13,1,bread
10,7,17,4,8,12,-1,gone
7,7,24,4,2,12,1,bread
4,2,17,10,6,16,-1,gone
2,3,16,4,10,14,-1,gone
6,3,19,10,6,16,-1,gone
3,10,23,2,10,12,1,bread
4,5,20,7,6,13,-1,gone
7,6,26,3,8,11,1,bread
4,2,21,8,10,18,1,bread
6,4,20,10,2,12,-1,gone
11,10,31,10,3,13,1,bread
10,2,21,5,2,16,1,bread
9,3,19,8,10,18,-1,gone
2,2,25,7,7,14,1,bread
9,10,19,7,10,17,-1,gone
4,3,17,11,2,13,-1,gone
11,4,24,5,11,16,1,bread
10,4,20,4,10,14,-1,gone
10,10,20,7,10,17,-1,gone
10,11,24,8,8,16,1,bread
7,11,18,3,6,19,1,bread
4,3,17,7,10,17,0,fight
8,4,22,11,9,20,1,bread
10,2,21,10,7,17,1,bread
10,10,20,6,4,10,-1,gone
3,10,23,8,11,19,1,bread
11,11,32,9,11,20,1,bread
2,10,25,9,8,17,1,bread
5,7,17,9,9,18,1,bread
6,4,21,10,10,20,1,bread
9,10,19,8,10,18,-1,gone
6,8,19,11,11,22,1,bread
10,11,31,11,9,20,1,bread
11,10,29,8,5,13,1,bread
2,3,25,10,11,21,1,bread
3,10,24,8,6,14,1,bread
10,10,20,10,10,20,0,fight
3,10,18,7,10,17,-1,gone
10,11,29,10,8,18,1,bread
2,7,19,8,10,18,-1,gone
5,10,18,5,8,13,-1,gone
6,4,17,3,10,13,-1,gone
3,7,18,3,7,10,-1,gone
10,6,25,10,8,18,1,bread
9,11,20,5,8,13,-1,gone
5,5,16,7,8,15,-1,gone
9,5,24,5,10,15,1,bread
10,5,23,10,10,20,1,bread
6,9,19,2,8,10,-1,gone
10,10,20,10,7,17,-1,gone
10,10,20,11,7,18,-1,gone
9,10,19,6,4,10,-1,gone
4,10,22,11,2,13,1,bread
2,4,16,9,6,15,1,bread
4,9,17,3,4,14,-1,gone
3,10,23,9,10,19,1,bread
10,6,21,9,10,19,1,bread
10,4,18,10,10,20,1,bread
7,10,17,10,10,20,1,bread
8,10,18,5,10,15,-1,gone
5,4,19,7,2,14,-1,gone
9,3,21,10,9,19,-1,gone
7,6,17,10,4,14,-1,gone
6,3,14,5,2,16,1,bread
2,3,26,10,9,19,1,bread
8,2,19,10,10,20,1,bread
5,6,18,10,10,20,1,bread
4,2,10,10,3,13,1,bread
8,2,24,11,10,21,1,bread
9,9,18,3,3,11,-1,gone
8,7,18,10,2,12,-1,gone
3,11,22,2,4,16,1,bread
3,8,22,3,9,12,1,bread
6,4,19,10,8,18,-1,gone
9,4,22,10,10,20,1,bread
6,5,20,8,10,18,-1,gone
8,3,21,3,10,13,-1,gone
2,6,18,2,10,12,-1,gone
5,3,18,3,3,11,-1,gone
10,2,17,9,5,14,-1,gone
9,10,19,4,8,12,-1,gone
4,5,25,8,11,19,1,bread
10,10,20,8,10,18,-1,gone
10,5,18,10,9,19,1,bread
3,7,26,10,10,20,1,bread
3,5,23,9,8,17,1,bread
7,2,19,10,7,17,-1,gone
7,3,20,4,4,14,-1,gone
9,11,20,10,4,14,-1,gone
10,2,20,10,10,20,0,fight
3,3,19,8,3,11,-1,gone
7,4,26,10,2,12,1,bread
10,11,25,3,4,17,1,bread
10,9,19,7,5,12,-1,gone
10,10,20,10,10,20,0,fight
7,10,17,3,7,10,-1,gone
7,4,17,7,9,16,-1,gone
9,10,19,5,10,15,-1,gone
4,9,24,5,10,15,1,bread
5,2,21,8,6,14,1,bread
11,5,26,7,2,16,1,bread
9,6,22,8,10,18,1,bread
3,4,25,6,11,17,1,bread
8,9,17,10,6,16,-1,gone
10,10,20,10,10,20,0,fight
8,6,22,8,10,18,1,bread
2,9,19,11,10,21,1,bread
11,10,23,3,9,12,1,bread
10,11,31,2,3,15,1,bread
11,10,32,9,10,19,1,bread
3,10,23,9,9,18,1,bread
10,10,20,11,7,18,-1,gone
11,10,24,5,10,15,1,bread
6,11,17,10,11,21,1,bread
6,4,23,2,9,11,1,bread
10,10,20,8,10,18,-1,gone
4,2,23,11,5,16,1,bread
10,10,20,10,10,20,0,fight
10,3,23,10,7,17,1,bread
7,8,23,3,6,17,1,bread
7,4,21,5,2,17,1,bread
2,3,20,4,11,15,-1,gone
10,11,27,5,2,14,1,bread
11,11,26,8,6,14,1,bread
6,2,19,4,3,14,-1,gone
8,7,22,10,11,21,1,bread
10,3,22,9,3,12,1,bread
10,4,18,5,6,11,-1,gone
5,5,20,9,6,15,-1,gone
9,3,22,5,10,15,1,bread
10,10,20,3,2,11,-1,gone
9,8,17,6,11,17,0,fight
4,2,22,5,6,11,1,bread
3,10,19,2,8,10,-1,gone
10,7,17,10,2,12,-1,gone
7,5,23,10,4,14,1,bread
10,10,20,10,6,16,-1,gone
10,4,18,3,10,13,-1,gone
3,5,15,4,10,14,-1,gone
9,5,24,4,7,11,1,bread
9,10,19,10,6,16,-1,gone
8,4,18,10,10,20,1,bread
3,7,20,7,10,17,-1,gone
7,10,17,3,10,13,-1,gone
8,2,22,7,2,19,1,bread
9,10,19,3,10,13,-1,gone
9,10,19,2,8,10,-1,gone
7,10,17,7,3,10,-1,gone
10,10,20,4,10,14,-1,gone
11,10,23,8,10,18,1,bread
10,2,20,11,10,21,1,bread
2,5,19,10,4,14,-1,gone
3,10,22,11,4,15,1,bread
4,10,18,11,8,19,1,bread
2,2,17,7,10,17,0,fight
4,8,16,5,4,19,1,bread
8,10,18,5,5,10,-1,gone
7,9,26,5,8,13,1,bread
9,7,23,10,11,21,1,bread
10,10,20,8,11,19,-1,gone
9,3,22,11,2,13,1,bread
11,10,29,10,9,19,1,bread
2,11,22,9,11,20,1,bread
10,10,20,9,7,16,-1,gone
10,11,24,11,10,21,1,bread
10,4,24,2,4,15,1,bread
10,2,22,10,10,20,1,bread
10,10,20,4,10,14,-1,gone
4,10,23,10,8,18,1,bread
11,10,23,9,7,16,1,bread
10,8,18,10,8,18,0,fight
3,4,18,10,10,20,1,bread
10,3,23,4,7,11,1,bread
6,8,22,10,5,15,1,bread
10,4,22,10,7,17,1,bread
4,4,21,5,10,15,1,bread
6,10,26,9,10,19,1,bread
6,6,22,10,10,20,1,bread
11,6,17,10,9,19,1,bread
4,9,23,10,5,15,1,bread
9,10,19,10,7,17,-1,gone
10,10,20,10,11,21,1,bread
6,11,17,4,9,13,-1,gone
11,3,24,4,5,13,1,bread
10,10,20,11,9,20,0,fight
5,10,20,9,2,11,-1,gone
11,7,18,10,2,12,-1,gone
5,4,19,4,5,11,-1,gone
10,11,23,10,6,16,1,bread
10,10,20,6,10,16,-1,gone
8,3,18,5,6,11,-1,gone
7,10,17,8,5,13,-1,gone
10,11,28,2,5,10,1,bread
5,10,19,10,7,17,-1,gone
8,11,19,2,10,12,-1,gone
4,9,20,10,10,20,0,fight
4,8,22,2,7,11,1,bread
2,5,15,8,6,14,1,bread
5,7,19,2,5,15,-1,gone
10,10,20,10,11,21,1,bread
11,10,31,4,8,12,1,bread
10,8,18,10,3,13,-1,gone
9,10,19,9,6,15,-1,gone
8,6,23,10,10,20,1,bread
9,10,19,2,9,11,-1,gone
4,3,20,4,4,13,-1,gone
5,3,18,5,10,15,-1,gone
4,10,22,10,7,17,1,bread
8,2,20,10,7,17,-1,gone
10,5,19,10,11,21,1,bread
9,10,19,8,8,16,-1,gone
11,10,27,10,10,20,1,bread
11,10,27,10,10,20,1,bread
9,9,18,2,3,15,-1,gone
7,11,18,2,3,13,-1,gone
8,9,17,5,8,13,-1,gone
3,10,18,10,6,16,-1,gone
10,2,22,11,10,21,1,bread
3,7,23,9,10,19,1,bread
10,8,18,8,2,10,-1,gone
5,4,20,3,10,13,-1,gone
6,6,22,5,10,15,1,bread
10,10,20,2,10,12,-1,gone
7,10,17,10,11,21,1,bread
8,3,18,2,10,12,-1,gone
6,9,24,10,3,13,1,bread
6,2,19,4,11,15,-1,gone
10,9,19,10,10,20,1,bread
7,10,17,7,10,17,0,fight
10,2,17,10,10,20,1,bread
6,10,19,4,10,14,-1,gone
7,2,17,10,4,14,-1,gone
6,11,17,5,6,11,-1,gone
10,10,20,11,3,14,-1,gone
6,10,23,10,10,20,1,bread
3,7,17,9,4,13,-1,gone
3,4,14,3,10,13,-1,gone
4,7,19,10,10,20,1,bread
5,5,20,6,10,16,-1,gone
4,6,21,11,2,13,-1,gone
11,9,20,7,8,15,-1,gone
8,6,19,10,4,14,-1,gone
10,4,21,9,7,16,-1,gone
10,2,22,8,7,15,1,bread
10,6,19,11,10,21,1,bread
11,7,18,9,9,18,0,fight
8,10,18,9,10,19,1,bread
11,10,32,10,10,20,1,bread
10,10,20,11,3,14,-1,gone
8,10,18,11,6,17,-1,gone
7,5,21,10,10,20,-1,gone
3,10,23,7,9,16,1,bread
4,10,22,9,10,19,1,bread
3,7,18,6,10,16,-1,gone
10,10,20,8,10,18,-1,gone
4,11,25,9,6,15,1,bread
10,10,20,10,10,20,0,fight
11,9,20,7,11,18,-1,gone
5,7,18,7,10,17,-1,gone
9,11,20,10,7,17,-1,gone
9,5,24,10,10,20,1,bread
10,11,26,3,11,14,1,bread
3,3,21,8,10,18,1,bread
8,8,23,6,9,15,1,bread
6,10,25,10,3,13,1,bread
7,10,17,4,2,16,-1,gone
3,3,17,3,5,18,1,bread
9,11,20,3,4,17,-1,gone
5,6,18,5,8,13,-1,gone
5,4,19,10,9,19,0,fight
2,2,16,10,6,16,0,fight
2,3,25,3,7,10,1,bread
10,10,20,3,5,16,-1,gone
10,11,31,10,8,18,1,bread
6,8,22,10,5,15,1,bread
8,2,21,10,4,14,1,bread
11,6,17,10,4,14,-1,gone
5,2,17,10,5,15,-1,gone
4,5,24,7,6,13,1,bread
10,10,20,11,11,22,1,bread
10,9,19,2,10,12,-1,gone
2,4,17,3,5,13,-1,gone
5,4,20,4,3,19,-1,gone
8,11,19,10,10,20,1,bread
2,5,17,10,5,15,-1,gone
10,4,27,10,3,13,1,bread
10,4,24,9,8,17,1,bread
10,4,24,11,2,13,1,bread
6,2,17,7,10,17,0,fight
6,8,26,7,10,17,1,bread
4,6,17,9,3,12,-1,gone
10,10,20,10,10,20,0,fight
10,5,26,3,10,13,1,bread
6,3,21,5,11,16,1,bread
11,11,25,3,10,13,1,bread
2,10,17,10,3,13,-1,gone
4,3,16,9,6,15,-1,gone
6,6,22,8,4,12,1,bread
9,11,20,10,4,14,-1,gone
8,10,18,4,10,14,-1,gone
10,10,20,4,3,11,-1,gone
10,10,20,6,4,10,-1,gone
4,9,22,10,10,20,1,bread
9,7,24,10,10,20,1,bread
11,9,20,11,10,21,1,bread
7,8,23,5,10,15,1,bread
10,7,17,3,9,12,-1,gone
8,10,18,8,10,18,0,fight
7,9,22,2,11,13,1,bread
4,10,22,9,7,16,1,bread
10,5,25,2,8,10,1,bread
11,11,32,10,6,16,1,bread
10,2,20,10,9,19,-1,gone
9,10,19,10,4,14,-1,gone
4,10,22,5,10,15,1,bread
6,3,24,4,10,14,1,bread
5,7,20,5,10,15,-1,gone
6,11,17,8,10,18,1,bread
11,5,26,6,4,10,1,bread
10,10,20,2,9,11,-1,gone
10,10,20,9,10,19,-1,gone
6,10,26,7,11,18,1,bread
8,2,14,2,6,18,1,bread
10,3,20,10,10,20,0,fight
7,7,19,10,10,20,1,bread
11,7,18,2,8,10,-1,gone
7,3,19,11,10,21,1,bread
6,10,26,4,5,20,1,bread
10,10,20,10,11,21,1,bread
11,3,26,10,10,20,1,bread
7,10,17,10,10,20,1,bread
7,7,24,9,11,20,1,bread
10,7,17,9,4,13,-1,gone
5,3,23,3,11,14,1,bread
8,10,18,5,10,15,-1,gone
7,9,27,3,10,13,1,bread
10,3,19,6,2,18,-1,gone
9,10,19,7,5,12,-1,gone
7,10,17,2,10,12,-1,gone
7,6,21,10,10,20,-1,gone
3,4,20,2,6,19,-1,gone
2,6,21,10,10,20,-1,gone
10,2,25,2,10,12,1,bread
10,11,32,10,10,20,1,bread
4,2,27,6,9,15,1,bread
10,10,20,10,5,15,-1,gone
10,9,19,11,10,21,1,bread
9,10,19,9,4,13,-1,gone
6,10,19,10,10,20,1,bread
5,9,24,3,7,10,1,bread
10,10,20,9,3,12,-1,gone
6,9,22,5,5,10,1,bread
9,10,19,3,10,13,-1,gone
3,2,19,8,5,13,-1,gone
10,5,25,6,9,15,1,bread
5,5,25,5,5,10,1,bread
7,7,23,6,3,18,1,bread
7,11,18,6,10,16,-1,gone
4,9,24,10,3,13,1,bread
10,10,20,3,11,14,-1,gone
9,10,19,4,7,11,-1,gone
2,9,17,10,10,20,1,bread
10,4,19,5,3,11,-1,gone
10,5,24,4,8,12,1,bread
10,2,23,11,7,18,1,bread
10,10,20,4,10,14,-1,gone
6,5,18,10,2,12,-1,gone
6,8,24,10,4,14,1,bread
7,3,15,7,3,10,1,bread
10,10,20,11,7,18,-1,gone
3,8,18,5,2,18,0,fight
10,3,19,10,7,17,-1,gone
11,6,17,2,4,16,-1,gone
8,3,17,5,8,13,-1,gone
2,6,17,4,6,10,-1,gone
10,11,32,10,9,19,1,bread
11,10,28,10,9,19,1,bread
8,3,21,3,7,10,1,bread
5,10,25,3,3,14,1,bread
8,11,19,2,7,19,0,fight
5,4,19,8,7,15,-1,gone
9,5,18,2,6,18,0,fight
2,10,22,9,5,14,1,bread
6,8,20,7,6,13,-1,gone
5,9,24,10,7,17,1,bread
2,2,25,5,8,13,1,bread
10,10,20,3,10,13,-1,gone
10,4,24,8,8,16,1,bread
10,7,17,9,8,17,0,fight
11,2,24,6,10,16,1,bread
8,2,21,8,10,18,1,bread
10,8,18,8,10,18,0,fight
10,10,20,10,6,16,-1,gone
6,5,20,7,6,13,-1,gone
3,10,22,10,3,13,1,bread
4,10,24,9,3,12,1,bread
10,6,21,10,2,12,1,bread
